author,word,wordCount,totalWords,articleCount,totalArticles
AlexanderSmith,succeed,3,28013,3,50
AlexanderSmith,profitability,6,28013,6,50
AlexanderSmith,outcome,4,28013,4,50
AlexanderSmith,proposed,3,28013,3,50
AlexanderSmith,generally,3,28013,3,50
AlexanderSmith,properties,3,28013,3,50
AlexanderSmith,totally,3,28013,3,50
AlexanderSmith,closer,4,28013,4,50
AlexanderSmith,declared,3,28013,3,50
AlexanderSmith,accepted,9,28013,4,50
AlexanderSmith,appeals,3,28013,2,50
AlexanderSmith,survival,3,28013,3,50
AlexanderSmith,afternoon,4,28013,2,50
AlexanderSmith,views,5,28013,5,50
AlexanderSmith,reconstruction,3,28013,3,50
AlexanderSmith,overnight,4,28013,2,50
AlexanderSmith,half,27,28013,12,50
AlexanderSmith,night,3,28013,3,50
AlexanderSmith,followed,4,28013,4,50
AlexanderSmith,late,8,28013,7,50
AlexanderSmith,judge,4,28013,3,50
AlexanderSmith,payne,4,28013,2,50
AlexanderSmith,consider,10,28013,5,50
AlexanderSmith,panel,25,28013,5,50
AlexanderSmith,case,7,28013,5,50
AlexanderSmith,virginia,3,28013,2,50
AlexanderSmith,orders,3,28013,3,50
AlexanderSmith,acknowledged,7,28013,7,50
AlexanderSmith,overseas,3,28013,3,50
AlexanderSmith,acceptance,3,28013,3,50
AlexanderSmith,light,3,28013,3,50
AlexanderSmith,subsequent,3,28013,3,50
AlexanderSmith,compared,10,28013,8,50
AlexanderSmith,fair,3,28013,3,50
AlexanderSmith,declaring,3,28013,3,50
AlexanderSmith,collect,3,28013,3,50
AlexanderSmith,especially,4,28013,4,50
AlexanderSmith,solvency,4,28013,2,50
AlexanderSmith,figures,3,28013,3,50
AlexanderSmith,annual,6,28013,6,50
AlexanderSmith,goes,3,28013,3,50
AlexanderSmith,ruled,3,28013,3,50
AlexanderSmith,successfully,4,28013,4,50
AlexanderSmith,hong,10,28013,7,50
AlexanderSmith,kong,10,28013,7,50
AlexanderSmith,breakup,3,28013,3,50
AlexanderSmith,return,7,28013,4,50
AlexanderSmith,chips,4,28013,2,50
AlexanderSmith,keswick,14,28013,2,50
AlexanderSmith,regent,7,28013,2,50
AlexanderSmith,pacific,5,28013,3,50
AlexanderSmith,holds,3,28013,3,50
AlexanderSmith,break,7,28013,5,50
AlexanderSmith,perfectly,4,28013,2,50
AlexanderSmith,pretax,11,28013,7,50
AlexanderSmith,estate,4,28013,3,50
AlexanderSmith,agent,4,28013,2,50
AlexanderSmith,countrywide,4,28013,2,50
AlexanderSmith,event,5,28013,4,50
AlexanderSmith,attractive,5,28013,5,50
AlexanderSmith,targets,11,28013,6,50
AlexanderSmith,provisions,6,28013,5,50
AlexanderSmith,bad,4,28013,3,50
AlexanderSmith,debts,3,28013,3,50
AlexanderSmith,asked,4,28013,3,50
AlexanderSmith,talk,6,28013,5,50
AlexanderSmith,supportive,5,28013,3,50
AlexanderSmith,replace,6,28013,6,50
AlexanderSmith,margin,3,28013,3,50
AlexanderSmith,best,9,28013,8,50
AlexanderSmith,particularly,13,28013,9,50
AlexanderSmith,lord,4,28013,2,50
AlexanderSmith,warned,6,28013,6,50
AlexanderSmith,improvement,8,28013,7,50
AlexanderSmith,prospects,5,28013,5,50
AlexanderSmith,retire,5,28013,5,50
AlexanderSmith,july,7,28013,7,50
AlexanderSmith,succeeded,4,28013,4,50
AlexanderSmith,hands,5,28013,5,50
AlexanderSmith,michael,3,28013,3,50
AlexanderSmith,deputy,5,28013,4,50
AlexanderSmith,supported,3,28013,2,50
AlexanderSmith,raised,5,28013,5,50
AlexanderSmith,clearly,3,28013,3,50
AlexanderSmith,sort,8,28013,7,50
AlexanderSmith,expanding,3,28013,3,50
AlexanderSmith,seeking,5,28013,5,50
AlexanderSmith,left,4,28013,4,50
AlexanderSmith,mark,3,28013,3,50
AlexanderSmith,received,7,28013,5,50
AlexanderSmith,programme,5,28013,4,50
AlexanderSmith,disposals,3,28013,3,50
AlexanderSmith,significantly,3,28013,3,50
AlexanderSmith,sit,4,28013,2,50
AlexanderSmith,interests,4,28013,4,50
AlexanderSmith,according,7,28013,6,50
AlexanderSmith,holding,3,28013,2,50
AlexanderSmith,voted,3,28013,2,50
AlexanderSmith,original,4,28013,4,50
AlexanderSmith,rule,3,28013,3,50
AlexanderSmith,breaches,5,28013,2,50
AlexanderSmith,fines,5,28013,4,50
AlexanderSmith,totalling,7,28013,3,50
AlexanderSmith,voluntary,6,28013,5,50
AlexanderSmith,jardine,24,28013,5,50
AlexanderSmith,matheson,5,28013,5,50
AlexanderSmith,rfam,4,28013,2,50
AlexanderSmith,sfc,7,28013,2,50
AlexanderSmith,futures,3,28013,3,50
AlexanderSmith,paul,3,28013,3,50
AlexanderSmith,bateman,4,28013,1,50
AlexanderSmith,resulted,9,28013,8,50
AlexanderSmith,procedures,3,28013,2,50
AlexanderSmith,jfim,9,28013,1,50
AlexanderSmith,revealed,5,28013,5,50
AlexanderSmith,armstrong,6,28013,2,50
AlexanderSmith,managed,4,28013,3,50
AlexanderSmith,substantial,3,28013,3,50
AlexanderSmith,account,8,28013,8,50
AlexanderSmith,problem,5,28013,3,50
AlexanderSmith,steady,4,28013,4,50
AlexanderSmith,registration,5,28013,3,50
AlexanderSmith,thomas,3,28013,2,50
AlexanderSmith,authorisation,4,28013,4,50
AlexanderSmith,privately,4,28013,4,50
AlexanderSmith,remain,9,28013,7,50
AlexanderSmith,flemings,22,28013,3,50
AlexanderSmith,talked,3,28013,3,50
AlexanderSmith,foreign,4,28013,3,50
AlexanderSmith,impressive,3,28013,3,50
AlexanderSmith,manser,13,28013,3,50
AlexanderSmith,start,7,28013,7,50
AlexanderSmith,valuable,3,28013,3,50
AlexanderSmith,outlook,5,28013,5,50
AlexanderSmith,promising,4,28013,4,50
AlexanderSmith,flat,4,28013,4,50
AlexanderSmith,asian,5,28013,3,50
AlexanderSmith,heightened,3,28013,3,50
AlexanderSmith,competitive,5,28013,5,50
AlexanderSmith,factors,4,28013,4,50
AlexanderSmith,contend,4,28013,3,50
AlexanderSmith,perceived,3,28013,3,50
AlexanderSmith,bringing,4,28013,4,50
AlexanderSmith,easy,5,28013,4,50
AlexanderSmith,lost,7,28013,5,50
AlexanderSmith,harrison,3,28013,3,50
AlexanderSmith,poached,3,28013,3,50
AlexanderSmith,august,7,28013,7,50
AlexanderSmith,trades,6,28013,6,50
AlexanderSmith,withdrew,3,28013,3,50
AlexanderSmith,retired,3,28013,3,50
AlexanderSmith,created,3,28013,3,50
AlexanderSmith,supervisory,3,28013,3,50
AlexanderSmith,recorded,4,28013,3,50
AlexanderSmith,marginally,3,28013,3,50
AlexanderSmith,arising,3,28013,3,50
AlexanderSmith,issues,6,28013,4,50
AlexanderSmith,relating,3,28013,3,50
AlexanderSmith,events,4,28013,4,50
AlexanderSmith,impact,9,28013,8,50
AlexanderSmith,overall,3,28013,3,50
AlexanderSmith,reflected,11,28013,8,50
AlexanderSmith,rose,9,28013,8,50
AlexanderSmith,marked,3,28013,3,50
AlexanderSmith,aided,3,28013,3,50
AlexanderSmith,continental,11,28013,7,50
AlexanderSmith,helped,3,28013,3,50
AlexanderSmith,raise,5,28013,5,50
AlexanderSmith,appointment,3,28013,3,50
AlexanderSmith,robin,3,28013,3,50
AlexanderSmith,march,4,28013,4,50
AlexanderSmith,means,10,28013,9,50
AlexanderSmith,william,3,28013,3,50
AlexanderSmith,garrett,5,28013,3,50
AlexanderSmith,named,6,28013,5,50
AlexanderSmith,replacement,3,28013,3,50
AlexanderSmith,committee,6,28013,5,50
AlexanderSmith,responsible,5,28013,4,50
AlexanderSmith,day,6,28013,4,50
AlexanderSmith,widespread,4,28013,3,50
AlexanderSmith,fully,3,28013,2,50
AlexanderSmith,credit,12,28013,1,50
AlexanderSmith,borrow,3,28013,1,50
AlexanderSmith,says,17,28013,6,50
AlexanderSmith,cran,5,28013,1,50
AlexanderSmith,cattle,5,28013,1,50
AlexanderSmith,door,7,28013,1,50
AlexanderSmith,moneylenders,3,28013,1,50
AlexanderSmith,shopacheck,6,28013,1,50
AlexanderSmith,profitable,3,28013,3,50
AlexanderSmith,rates,5,28013,3,50
AlexanderSmith,payment,6,28013,3,50
AlexanderSmith,kathy,7,28013,1,50
AlexanderSmith,houses,3,28013,2,50
AlexanderSmith,consumer,3,28013,2,50
AlexanderSmith,mother,3,28013,2,50
AlexanderSmith,spent,3,28013,3,50
AlexanderSmith,thing,5,28013,5,50
AlexanderSmith,oliver,3,28013,1,50
AlexanderSmith,lending,3,28013,2,50
AlexanderSmith,job,3,28013,2,50
AlexanderSmith,things,3,28013,2,50
AlexanderSmith,times,5,28013,5,50
AlexanderSmith,lenders,3,28013,2,50
AlexanderSmith,outside,3,28013,2,50
AlexanderSmith,keen,6,28013,6,50
AlexanderSmith,continued,3,28013,3,50
AlexanderSmith,3i,17,28013,2,50
AlexanderSmith,nav,19,28013,4,50
AlexanderSmith,healthy,3,28013,2,50
AlexanderSmith,macpherson,12,28013,2,50
AlexanderSmith,extremely,4,28013,4,50
AlexanderSmith,improved,7,28013,6,50
AlexanderSmith,survey,15,28013,5,50
AlexanderSmith,remained,4,28013,3,50
AlexanderSmith,levels,4,28013,4,50
AlexanderSmith,realisation,3,28013,2,50
AlexanderSmith,expand,4,28013,3,50
AlexanderSmith,opening,3,28013,3,50
AlexanderSmith,offices,8,28013,6,50
AlexanderSmith,singapore,12,28013,5,50
AlexanderSmith,exciting,3,28013,3,50
AlexanderSmith,centre,6,28013,4,50
AlexanderSmith,covered,3,28013,3,50
AlexanderSmith,implications,3,28013,3,50
AlexanderSmith,east,4,28013,4,50
AlexanderSmith,area,6,28013,5,50
AlexanderSmith,coopers,10,28013,1,50
AlexanderSmith,lybrand,8,28013,1,50
AlexanderSmith,failed,3,28013,3,50
AlexanderSmith,issued,6,28013,2,50
AlexanderSmith,proceedings,5,28013,2,50
AlexanderSmith,claim,8,28013,2,50
AlexanderSmith,rescued,3,28013,3,50
AlexanderSmith,dutch,3,28013,3,50
AlexanderSmith,ing,9,28013,2,50
AlexanderSmith,nick,3,28013,3,50
AlexanderSmith,leeson,5,28013,3,50
AlexanderSmith,writs,6,28013,2,50
AlexanderSmith,tuckey,18,28013,3,50
AlexanderSmith,baker,16,28013,3,50
AlexanderSmith,walz,3,28013,2,50
AlexanderSmith,lawyer,3,28013,3,50
AlexanderSmith,hill,8,28013,2,50
AlexanderSmith,law,3,28013,3,50
AlexanderSmith,sfa,9,28013,1,50
AlexanderSmith,authority,3,28013,3,50
AlexanderSmith,attention,4,28013,3,50
AlexanderSmith,tribunal,3,28013,2,50
AlexanderSmith,hotel,5,28013,1,50
AlexanderSmith,canary,11,28013,2,50
AlexanderSmith,wharf,11,28013,2,50
AlexanderSmith,docks,3,28013,2,50
AlexanderSmith,thio,4,28013,1,50
AlexanderSmith,gim,4,28013,1,50
AlexanderSmith,hock,4,28013,1,50
AlexanderSmith,hpl,4,28013,1,50
AlexanderSmith,reichmann,3,28013,1,50
AlexanderSmith,residential,3,28013,1,50
AlexanderSmith,leisure,4,28013,3,50
AlexanderSmith,site,6,28013,1,50
AlexanderSmith,river,4,28013,2,50
AlexanderSmith,thames,3,28013,2,50
AlexanderSmith,docklands,3,28013,2,50
AlexanderSmith,agreement,6,28013,4,50
AlexanderSmith,club,3,28013,2,50
AlexanderSmith,envisage,3,28013,3,50
AlexanderSmith,class,4,28013,2,50
AlexanderSmith,mepc,17,28013,2,50
AlexanderSmith,mall,3,28013,2,50
AlexanderSmith,disappointment,4,28013,2,50
AlexanderSmith,fall,7,28013,4,50
AlexanderSmith,feel,8,28013,4,50
AlexanderSmith,drop,3,28013,3,50
AlexanderSmith,valuation,6,28013,2,50
AlexanderSmith,factor,5,28013,4,50
AlexanderSmith,write,5,28013,3,50
AlexanderSmith,northridge,4,28013,2,50
AlexanderSmith,equivalent,3,28013,3,50
AlexanderSmith,proceeds,6,28013,3,50
AlexanderSmith,shortage,4,28013,4,50
AlexanderSmith,liquidity,3,28013,2,50
AlexanderSmith,leading,3,28013,3,50
AlexanderSmith,earn,3,28013,2,50
AlexanderSmith,transport,4,28013,4,50
AlexanderSmith,workers,3,28013,1,50
AlexanderSmith,union,12,28013,5,50
AlexanderSmith,tradeteam,10,28013,1,50
AlexanderSmith,bass,11,28013,2,50
AlexanderSmith,strike,3,28013,1,50
AlexanderSmith,ballot,3,28013,1,50
AlexanderSmith,drinks,3,28013,1,50
AlexanderSmith,christmas,3,28013,1,50
AlexanderSmith,cut,3,28013,2,50
AlexanderSmith,refused,3,28013,2,50
AlexanderSmith,brewers,3,28013,1,50
AlexanderSmith,beer,3,28013,1,50
AlexanderSmith,dispute,3,28013,2,50
AlexanderSmith,counter,4,28013,1,50
AlexanderSmith,arrangement,3,28013,2,50
AlexanderSmith,plus,3,28013,3,50
AlexanderSmith,bonus,5,28013,2,50
AlexanderSmith,tunnel,4,28013,1,50
AlexanderSmith,eurotunnel,5,28013,1,50
AlexanderSmith,klesch,3,28013,1,50
AlexanderSmith,shuttle,3,28013,1,50
AlexanderSmith,safety,3,28013,2,50
AlexanderSmith,efficiency,3,28013,3,50
AlexanderSmith,paris,4,28013,2,50
AlexanderSmith,reduction,3,28013,3,50
AlexanderSmith,increases,3,28013,2,50
AlexanderSmith,faure,3,28013,1,50
AlexanderSmith,walker,4,28013,2,50
AlexanderSmith,caution,3,28013,1,50
AlexanderSmith,sectors,7,28013,4,50
AlexanderSmith,utilities,4,28013,3,50
AlexanderSmith,electricity,8,28013,2,50
AlexanderSmith,declining,3,28013,2,50
AlexanderSmith,bids,3,28013,2,50
AlexanderSmith,recs,5,28013,2,50
AlexanderSmith,southern,3,28013,3,50
AlexanderSmith,electric,14,28013,4,50
AlexanderSmith,yorkshire,3,28013,2,50
AlexanderSmith,tipped,3,28013,1,50
AlexanderSmith,northern,25,28013,5,50
AlexanderSmith,water,6,28013,3,50
AlexanderSmith,fuelled,4,28013,4,50
AlexanderSmith,pearson,20,28013,2,50
AlexanderSmith,oil,4,28013,1,50
AlexanderSmith,gas,4,28013,2,50
AlexanderSmith,rich,4,28013,3,50
AlexanderSmith,defence,3,28013,2,50
AlexanderSmith,energy,4,28013,4,50
AlexanderSmith,ce,22,28013,2,50
AlexanderSmith,statutory,3,28013,1,50
AlexanderSmith,balance,3,28013,3,50
AlexanderSmith,discretionary,4,28013,2,50
AlexanderSmith,fee,4,28013,2,50
AlexanderSmith,participants,3,28013,1,50
AlexanderSmith,legislation,3,28013,1,50
AlexanderSmith,upturn,4,28013,3,50
AlexanderSmith,hostile,3,28013,2,50
AlexanderSmith,scotland,3,28013,3,50
AlexanderSmith,cbi,5,28013,2,50
AlexanderSmith,consultants,3,28013,2,50
AlexanderSmith,grimley,5,28013,2,50
AlexanderSmith,pick,3,28013,2,50
AlexanderSmith,firmly,3,28013,3,50
AlexanderSmith,surge,3,28013,2,50
AlexanderSmith,morley,5,28013,2,50
AlexanderSmith,rents,3,28013,2,50
AlexanderSmith,town,5,28013,1,50
AlexanderSmith,space,7,28013,3,50
AlexanderSmith,gradual,3,28013,2,50
AlexanderSmith,returns,3,28013,2,50
AlexanderSmith,governance,5,28013,1,50
AlexanderSmith,greenbury,4,28013,1,50
AlexanderSmith,norwich,3,28013,1,50
AlexanderSmith,remuneration,3,28013,1,50
AlexanderSmith,skipper,4,28013,1,50
AlexanderSmith,privatisation,4,28013,2,50
AlexanderSmith,hutchings,6,28013,1,50
AlexanderSmith,predicts,3,28013,1,50
AlexanderSmith,brothers,3,28013,2,50
AlexanderSmith,decides,3,28013,1,50
AlexanderSmith,lazards,11,28013,1,50
AlexanderSmith,lazard,11,28013,1,50
AlexanderSmith,weill,6,28013,1,50
AlexanderSmith,privatisations,7,28013,1,50
AlexanderSmith,offerings,3,28013,1,50
AlexanderSmith,meroz,5,28013,1,50
AlexanderSmith,governments,3,28013,1,50
AlexanderSmith,bullimore,3,28013,1,50
AlexanderSmith,tech,3,28013,1,50
AlexanderSmith,equipment,3,28013,1,50
AlexanderSmith,boat,4,28013,1,50
AlexanderSmith,boats,5,28013,1,50
AlexanderSmith,sea,3,28013,1,50
AlexanderSmith,sailing,5,28013,1,50
BenjaminKangLim,beijing,173,24780,42,50
BenjaminKangLim,rival,3,24780,3,50
BenjaminKangLim,taipei,22,24780,10,50
BenjaminKangLim,sought,11,24780,10,50
BenjaminKangLim,tuesday,28,24780,19,50
BenjaminKangLim,taiwan,147,24780,19,50
BenjaminKangLim,fears,3,24780,3,50
BenjaminKangLim,china,256,24780,49,50
BenjaminKangLim,island,40,24780,10,50
BenjaminKangLim,decades,13,24780,11,50
BenjaminKangLim,old,27,24780,22,50
BenjaminKangLim,ban,15,24780,7,50
BenjaminKangLim,direct,31,24780,8,50
BenjaminKangLim,trade,33,24780,12,50
BenjaminKangLim,transport,16,24780,5,50
BenjaminKangLim,links,38,24780,11,50
BenjaminKangLim,feel,3,24780,2,50
BenjaminKangLim,kind,7,24780,5,50
BenjaminKangLim,tang,13,24780,3,50
BenjaminKangLim,vice,37,24780,16,50
BenjaminKangLim,chairman,22,24780,15,50
BenjaminKangLim,association,3,24780,2,50
BenjaminKangLim,relations,26,24780,13,50
BenjaminKangLim,said,429,24780,50,50
BenjaminKangLim,reunification,9,24780,5,50
BenjaminKangLim,don,5,24780,4,50
BenjaminKangLim,told,39,24780,27,50
BenjaminKangLim,reporters,15,24780,10,50
BenjaminKangLim,office,12,24780,10,50
BenjaminKangLim,banned,8,24780,8,50
BenjaminKangLim,air,8,24780,5,50
BenjaminKangLim,shipping,6,24780,4,50
BenjaminKangLim,chiang,10,24780,6,50
BenjaminKangLim,kai,6,24780,6,50
BenjaminKangLim,shek,6,24780,6,50
BenjaminKangLim,nationalist,10,24780,9,50
BenjaminKangLim,troops,5,24780,4,50
BenjaminKangLim,lost,5,24780,5,50
BenjaminKangLim,civil,15,24780,15,50
BenjaminKangLim,war,38,24780,20,50
BenjaminKangLim,mao,11,24780,9,50
BenjaminKangLim,zedong,7,24780,7,50
BenjaminKangLim,communist,68,24780,35,50
BenjaminKangLim,army,20,24780,16,50
BenjaminKangLim,fled,13,24780,12,50
BenjaminKangLim,exile,17,24780,17,50
BenjaminKangLim,allows,3,24780,3,50
BenjaminKangLim,indirect,6,24780,6,50
BenjaminKangLim,hong,32,24780,20,50
BenjaminKangLim,kong,32,24780,20,50
BenjaminKangLim,countries,9,24780,6,50
BenjaminKangLim,taiwanese,37,24780,8,50
BenjaminKangLim,businessmen,9,24780,5,50
BenjaminKangLim,poured,5,24780,5,50
BenjaminKangLim,billion,33,24780,12,50
BenjaminKangLim,authorities,31,24780,20,50
BenjaminKangLim,reluctant,9,24780,8,50
BenjaminKangLim,lift,7,24780,6,50
BenjaminKangLim,economic,44,24780,25,50
BenjaminKangLim,help,5,24780,4,50
BenjaminKangLim,sides,16,24780,9,50
BenjaminKangLim,long,21,24780,15,50
BenjaminKangLim,run,7,24780,7,50
BenjaminKangLim,unilaterally,4,24780,4,50
BenjaminKangLim,introduced,5,24780,5,50
BenjaminKangLim,series,10,24780,10,50
BenjaminKangLim,regulations,6,24780,6,50
BenjaminKangLim,august,8,24780,7,50
BenjaminKangLim,pave,6,24780,6,50
BenjaminKangLim,way,14,24780,10,50
BenjaminKangLim,called,13,24780,11,50
BenjaminKangLim,years,70,24780,36,50
BenjaminKangLim,ago,9,24780,6,50
BenjaminKangLim,effect,4,24780,4,50
BenjaminKangLim,mid,5,24780,5,50
BenjaminKangLim,case,12,24780,9,50
BenjaminKangLim,british,6,24780,6,50
BenjaminKangLim,colony,4,24780,4,50
BenjaminKangLim,reverts,3,24780,2,50
BenjaminKangLim,chinese,133,24780,45,50
BenjaminKangLim,rule,10,24780,8,50
BenjaminKangLim,adding,8,24780,8,50
BenjaminKangLim,continue,8,24780,8,50
BenjaminKangLim,land,8,24780,4,50
BenjaminKangLim,issue,9,24780,7,50
BenjaminKangLim,problem,8,24780,6,50
BenjaminKangLim,stand,10,24780,10,50
BenjaminKangLim,return,6,24780,5,50
BenjaminKangLim,time,16,24780,14,50
BenjaminKangLim,needed,3,24780,2,50
BenjaminKangLim,declined,13,24780,13,50
BenjaminKangLim,adequate,5,24780,5,50
BenjaminKangLim,urged,10,24780,9,50
BenjaminKangLim,independence,18,24780,7,50
BenjaminKangLim,threatened,7,24780,7,50
BenjaminKangLim,invade,4,24780,4,50
BenjaminKangLim,declared,10,24780,9,50
BenjaminKangLim,offer,3,24780,3,50
BenjaminKangLim,hold,4,24780,4,50
BenjaminKangLim,political,33,24780,23,50
BenjaminKangLim,talks,15,24780,6,50
BenjaminKangLim,end,20,24780,14,50
BenjaminKangLim,differences,5,24780,4,50
BenjaminKangLim,break,5,24780,5,50
BenjaminKangLim,diplomatic,17,24780,8,50
BenjaminKangLim,isolation,9,24780,8,50
BenjaminKangLim,regards,8,24780,8,50
BenjaminKangLim,rebel,11,24780,11,50
BenjaminKangLim,province,22,24780,18,50
BenjaminKangLim,push,9,24780,8,50
BenjaminKangLim,ties,26,24780,19,50
BenjaminKangLim,plunged,4,24780,4,50
BenjaminKangLim,landmark,7,24780,7,50
BenjaminKangLim,private,10,24780,10,50
BenjaminKangLim,visit,40,24780,17,50
BenjaminKangLim,president,44,24780,20,50
BenjaminKangLim,lee,19,24780,8,50
BenjaminKangLim,teng,8,24780,8,50
BenjaminKangLim,hui,8,24780,8,50
BenjaminKangLim,united,42,24780,17,50
BenjaminKangLim,states,39,24780,19,50
BenjaminKangLim,june,16,24780,14,50
BenjaminKangLim,saw,4,24780,4,50
BenjaminKangLim,raise,9,24780,8,50
BenjaminKangLim,international,20,24780,14,50
BenjaminKangLim,profile,7,24780,6,50
BenjaminKangLim,military,18,24780,11,50
BenjaminKangLim,missile,8,24780,5,50
BenjaminKangLim,tests,3,24780,3,50
BenjaminKangLim,games,6,24780,4,50
BenjaminKangLim,presidential,4,24780,4,50
BenjaminKangLim,elections,4,24780,4,50
BenjaminKangLim,march,14,24780,8,50
BenjaminKangLim,won,7,24780,7,50
BenjaminKangLim,week,31,24780,20,50
BenjaminKangLim,accused,15,24780,12,50
BenjaminKangLim,standing,7,24780,5,50
BenjaminKangLim,creating,5,24780,5,50
BenjaminKangLim,obstacles,3,24780,3,50
BenjaminKangLim,cooperation,7,24780,5,50
BenjaminKangLim,saying,37,24780,23,50
BenjaminKangLim,feet,4,24780,4,50
BenjaminKangLim,refusing,3,24780,3,50
BenjaminKangLim,wednesday,23,24780,17,50
BenjaminKangLim,japan,34,24780,6,50
BenjaminKangLim,confrontation,3,24780,2,50
BenjaminKangLim,election,10,24780,4,50
BenjaminKangLim,platform,5,24780,1,50
BenjaminKangLim,tokyo,11,24780,2,50
BenjaminKangLim,claim,6,24780,2,50
BenjaminKangLim,disputed,3,24780,3,50
BenjaminKangLim,islands,14,24780,2,50
BenjaminKangLim,east,3,24780,2,50
BenjaminKangLim,sea,3,24780,2,50
BenjaminKangLim,late,15,24780,13,50
BenjaminKangLim,stop,7,24780,4,50
BenjaminKangLim,protests,12,24780,12,50
BenjaminKangLim,road,4,24780,3,50
BenjaminKangLim,official,46,24780,27,50
BenjaminKangLim,daily,23,24780,12,50
BenjaminKangLim,biggest,12,24780,11,50
BenjaminKangLim,party,92,24780,24,50
BenjaminKangLim,democratic,3,24780,3,50
BenjaminKangLim,ldp,5,24780,1,50
BenjaminKangLim,newspaper,41,24780,14,50
BenjaminKangLim,commentary,14,24780,4,50
BenjaminKangLim,high,14,24780,9,50
BenjaminKangLim,measures,3,24780,3,50
BenjaminKangLim,world,12,24780,8,50
BenjaminKangLim,future,3,24780,3,50
BenjaminKangLim,announced,7,24780,6,50
BenjaminKangLim,calls,6,24780,6,50
BenjaminKangLim,going,3,24780,3,50
BenjaminKangLim,monday,13,24780,12,50
BenjaminKangLim,japanese,13,24780,3,50
BenjaminKangLim,sovereignty,5,24780,2,50
BenjaminKangLim,calm,7,24780,7,50
BenjaminKangLim,asked,20,24780,16,50
BenjaminKangLim,prevent,7,24780,5,50
BenjaminKangLim,recognise,9,24780,6,50
BenjaminKangLim,lighthouse,3,24780,2,50
BenjaminKangLim,built,4,24780,4,50
BenjaminKangLim,year,103,24780,42,50
BenjaminKangLim,july,7,24780,6,50
BenjaminKangLim,foreign,39,24780,19,50
BenjaminKangLim,ministry,14,24780,11,50
BenjaminKangLim,spokesman,25,24780,10,50
BenjaminKangLim,shen,5,24780,3,50
BenjaminKangLim,guofang,4,24780,3,50
BenjaminKangLim,encouraging,3,24780,3,50
BenjaminKangLim,groups,6,24780,6,50
BenjaminKangLim,warned,4,24780,3,50
BenjaminKangLim,people,69,24780,37,50
BenjaminKangLim,activist,7,24780,7,50
BenjaminKangLim,near,3,24780,3,50
BenjaminKangLim,protest,6,24780,5,50
BenjaminKangLim,defeated,4,24780,4,50
BenjaminKangLim,seized,3,24780,3,50
BenjaminKangLim,says,11,24780,10,50
BenjaminKangLim,open,8,24780,6,50
BenjaminKangLim,centuries,3,24780,3,50
BenjaminKangLim,government,94,24780,36,50
BenjaminKangLim,slammed,4,24780,4,50
BenjaminKangLim,visits,5,24780,2,50
BenjaminKangLim,cabinet,7,24780,6,50
BenjaminKangLim,shrine,3,24780,1,50
BenjaminKangLim,politicians,5,24780,5,50
BenjaminKangLim,verdict,18,24780,13,50
BenjaminKangLim,half,7,24780,5,50
BenjaminKangLim,prime,6,24780,4,50
BenjaminKangLim,minister,21,24780,9,50
BenjaminKangLim,leader,40,24780,31,50
BenjaminKangLim,fallen,3,24780,2,50
BenjaminKangLim,activities,6,24780,5,50
BenjaminKangLim,caused,5,24780,4,50
BenjaminKangLim,reference,3,24780,3,50
BenjaminKangLim,leaders,18,24780,15,50
BenjaminKangLim,expressed,3,24780,3,50
BenjaminKangLim,strong,7,24780,6,50
BenjaminKangLim,propaganda,20,24780,5,50
BenjaminKangLim,tsars,8,24780,2,50
BenjaminKangLim,novels,4,24780,2,50
BenjaminKangLim,films,3,24780,2,50
BenjaminKangLim,controversial,3,24780,3,50
BenjaminKangLim,writer,3,24780,2,50
BenjaminKangLim,wang,180,24780,24,50
BenjaminKangLim,shuo,3,24780,2,50
BenjaminKangLim,crusade,4,24780,3,50
BenjaminKangLim,resurrect,4,24780,3,50
BenjaminKangLim,state,62,24780,31,50
BenjaminKangLim,owned,8,24780,6,50
BenjaminKangLim,hua,4,24780,1,50
BenjaminKangLim,yi,4,24780,1,50
BenjaminKangLim,publishing,7,24780,3,50
BenjaminKangLim,house,7,24780,5,50
BenjaminKangLim,recently,6,24780,6,50
BenjaminKangLim,collection,6,24780,2,50
BenjaminKangLim,department,10,24780,4,50
BenjaminKangLim,ruling,16,24780,15,50
BenjaminKangLim,friday,11,24780,11,50
BenjaminKangLim,reported,7,24780,6,50
BenjaminKangLim,works,6,24780,2,50
BenjaminKangLim,politics,5,24780,5,50
BenjaminKangLim,reuters,23,24780,21,50
BenjaminKangLim,telephone,22,24780,19,50
BenjaminKangLim,language,5,24780,3,50
BenjaminKangLim,forced,10,24780,10,50
BenjaminKangLim,write,5,24780,2,50
BenjaminKangLim,criticism,6,24780,6,50
BenjaminKangLim,politically,5,24780,5,50
BenjaminKangLim,books,5,24780,2,50
BenjaminKangLim,publication,7,24780,2,50
BenjaminKangLim,dare,3,24780,3,50
BenjaminKangLim,decision,6,24780,4,50
BenjaminKangLim,hope,6,24780,4,50
BenjaminKangLim,problems,8,24780,8,50
BenjaminKangLim,allow,7,24780,7,50
BenjaminKangLim,reached,8,24780,8,50
BenjaminKangLim,comment,14,24780,13,50
BenjaminKangLim,published,6,24780,6,50
BenjaminKangLim,yuan,27,24780,13,50
BenjaminKangLim,times,4,24780,4,50
BenjaminKangLim,average,3,24780,2,50
BenjaminKangLim,urban,4,24780,4,50
